File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF445UFF	bed narrowPeak	peaks	ENCSR000ELO	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF390DNP, ENCFF502LIU	2193103	ENCODE Processing Pipeline	a57db60951e32cad0b494894c5ef388c		https://www.encodeproject.org/files/ENCFF445UFF/@@download/ENCFF445UFF.bed.gz	hg19				released	s3://encode-public/2018/05/14/2403db38-239e-4623-9bfb-ea87fe3cb71b/ENCFF445UFF.bed.gz				
ENCFF243TMO	bed narrowPeak	peaks	ENCSR000ELO	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF191HCE, ENCFF967OQF	2188639	ENCODE Processing Pipeline	ede89a1fea81cff17f170afaaa188f0b		https://www.encodeproject.org/files/ENCFF243TMO/@@download/ENCFF243TMO.bed.gz	GRCh38				archived	s3://encode-public/2017/09/25/dfeb0ae6-5d70-4eac-b7d5-dc01bf33507e/ENCFF243TMO.bed.gz				
ENCFF019TMK	bed narrowPeak	peaks	ENCSR000ELO	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA		see document	see document		False	2012-08-28	ENCODE				2							ENCFF111FGC, ENCFF967OQF	1268800	ENCODE Processing Pipeline	d68537519a3fde389a4e34b90ddf2a7f		https://www.encodeproject.org/files/ENCFF019TMK/@@download/ENCFF019TMK.bed.gz	GRCh38				archived	s3://encode-public/2017/09/25/8c2c3ff7-7ae5-4a9a-91f8-f1f1c9aed42e/ENCFF019TMK.bed.gz				
ENCFF292MEN	bed narrowPeak	peaks	ENCSR000ELO	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA		see document	see document		False	2012-08-28	ENCODE				2							ENCFF390DNP, ENCFF612IRW	1275360	ENCODE Processing Pipeline	1bbd97d03784887e07830e3f5741f256		https://www.encodeproject.org/files/ENCFF292MEN/@@download/ENCFF292MEN.bed.gz	hg19				archived	s3://encode-public/2017/09/28/5a001911-b8b4-453d-a217-82488e88abdf/ENCFF292MEN.bed.gz				
ENCFF700RJO	bed narrowPeak	peaks	ENCSR000ELO	DNase-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF390DNP, ENCFF502LIU	2191706	ENCODE Processing Pipeline	7c13d9ba725cd0b8ffdeddf6f9f7bfd6		https://www.encodeproject.org/files/ENCFF700RJO/@@download/ENCFF700RJO.bed.gz	hg19				archived	s3://encode-public/2017/09/28/f56c323a-1f71-483a-8a60-0a7942eaae7a/ENCFF700RJO.bed.gz				
ENCFF896ZUQ	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF292RWC, ENCFF967OQF	815214	ENCODE Processing Pipeline	678bc1d85212b4121daba3a802c57946		https://www.encodeproject.org/files/ENCFF896ZUQ/@@download/ENCFF896ZUQ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/d50ffb1d-b76d-46b6-8e50-9137faeb17c3/ENCFF896ZUQ.bed.gz				
ENCFF659BCP	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF014ZPA, ENCFF390DNP	814214	ENCODE Processing Pipeline	66ce25babf600bf40d66f52200b29f94		https://www.encodeproject.org/files/ENCFF659BCP/@@download/ENCFF659BCP.bed.gz	hg19				released	s3://encode-public/2018/05/14/e27ac281-5fc7-48ef-b0f0-18f11049a6a6/ENCFF659BCP.bed.gz				
ENCFF372CNG	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF656JPW	768450	ENCODE Processing Pipeline	74970aabb394f12383634bb0e96acbe4		https://www.encodeproject.org/files/ENCFF372CNG/@@download/ENCFF372CNG.bed.gz	hg19				archived	s3://encode-public/2016/11/18/4d5e612c-845d-4688-9044-a9a2f5aa391f/ENCFF372CNG.bed.gz				
ENCFF158UAN	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF682BTD, ENCFF992CZQ	773810	ENCODE Processing Pipeline	0128a2706dd4a68bcf9ba269ddfeabf9		https://www.encodeproject.org/files/ENCFF158UAN/@@download/ENCFF158UAN.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/2df560a2-c621-4118-ab96-5951459dd622/ENCFF158UAN.bed.gz				
ENCFF028NJF	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF292RWC, ENCFF967OQF	817007	ENCODE Processing Pipeline	a14a232f9cb6a54fb177b8047fcc8a67		https://www.encodeproject.org/files/ENCFF028NJF/@@download/ENCFF028NJF.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/a28bc009-816d-42c1-9586-3cbd4d49975d/ENCFF028NJF.bed.gz				
ENCFF603EXE	bed narrowPeak	peaks	ENCSR198JXW	DNase-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF014ZPA, ENCFF390DNP	814073	ENCODE Processing Pipeline	f9d12834dd764cb0b0e2939a7b54bf4f		https://www.encodeproject.org/files/ENCFF603EXE/@@download/ENCFF603EXE.bed.gz	hg19				archived	s3://encode-public/2017/09/19/2f704c96-d89e-463f-ab16-fbd880df2aee/ENCFF603EXE.bed.gz				
ENCFF349CIP	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF262FMO, ENCFF967OQF	770387	ENCODE Processing Pipeline	6a70e309844117ec96e5197d82306897		https://www.encodeproject.org/files/ENCFF349CIP/@@download/ENCFF349CIP.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/cd038459-3eb1-44ca-a811-3541c3835b06/ENCFF349CIP.bed.gz				
ENCFF991WDM	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF559JLL	769377	ENCODE Processing Pipeline	b65124f8091f5647ea317f331de5fa34		https://www.encodeproject.org/files/ENCFF991WDM/@@download/ENCFF991WDM.bed.gz	hg19				released	s3://encode-public/2018/05/14/298e0acf-90c7-41c4-93d0-6ba49ae461a5/ENCFF991WDM.bed.gz				
ENCFF810WAZ	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF601FOQ, ENCFF992CZQ	726869	ENCODE Processing Pipeline	9ba2a4bb310806892c8ef2a78a73ffe4		https://www.encodeproject.org/files/ENCFF810WAZ/@@download/ENCFF810WAZ.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/aaacc683-d1e5-4968-b783-7e1c8e00b515/ENCFF810WAZ.bed.gz				
ENCFF187FTS	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF870ZHE	725239	ENCODE Processing Pipeline	aa13605f3b13898721debaf52cd04a73		https://www.encodeproject.org/files/ENCFF187FTS/@@download/ENCFF187FTS.bed.gz	hg19				archived	s3://encode-public/2016/11/03/8378e2f4-e026-4b20-ba45-103ec6d05fa9/ENCFF187FTS.bed.gz				
ENCFF321NTP	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF262FMO, ENCFF967OQF	771589	ENCODE Processing Pipeline	83722698c7a5f7ad3a2b37aa7b4d942e		https://www.encodeproject.org/files/ENCFF321NTP/@@download/ENCFF321NTP.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/db27cbd1-6d34-4ba0-b37a-f23b39b12dc1/ENCFF321NTP.bed.gz				
ENCFF315TWS	bed narrowPeak	peaks	ENCSR951XEN	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF559JLL	769213	ENCODE Processing Pipeline	758971bd493f52d90e13e17acb81e623		https://www.encodeproject.org/files/ENCFF315TWS/@@download/ENCFF315TWS.bed.gz	hg19				archived	s3://encode-public/2017/09/19/71f412f5-d19c-43c4-8b81-2db84b458618/ENCFF315TWS.bed.gz				
ENCFF951BED	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				1							ENCFF557ZSB	2617201	John Stamatoyannopoulos, UW	a5ebb197abb783469716603a678f4c4c		https://www.encodeproject.org/files/ENCFF951BED/@@download/ENCFF951BED.bed.gz	hg19				archived	s3://encode-public/2015/10/30/a9740618-59ea-4021-a230-a9141bebfc47/ENCFF951BED.bed.gz				
ENCFF692EWL	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				2							ENCFF494EPA	2743575	John Stamatoyannopoulos, UW	9ca05fa3cf10ddf320337880f618d79f		https://www.encodeproject.org/files/ENCFF692EWL/@@download/ENCFF692EWL.bed.gz	hg19				archived	s3://encode-public/2015/10/29/77f39bf5-7545-48b1-b173-0b83145db193/ENCFF692EWL.bed.gz				
ENCFF397GLL	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				1							ENCFF905EUP, ENCFF967OQF	1070386	ENCODE Processing Pipeline	06d3758c0763e122c04687034100968f		https://www.encodeproject.org/files/ENCFF397GLL/@@download/ENCFF397GLL.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/cff960d2-62cd-4c9b-867b-f0773cb12a7a/ENCFF397GLL.bed.gz				
ENCFF455NZK	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				2							ENCFF692AWQ, ENCFF967OQF	1650384	ENCODE Processing Pipeline	06e61b2b6a94f157925ca39a6337303b		https://www.encodeproject.org/files/ENCFF455NZK/@@download/ENCFF455NZK.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/c1420e75-9aa5-48fe-8640-a53f78c68380/ENCFF455NZK.bed.gz				
ENCFF461EHY	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				1							ENCFF029UWJ, ENCFF163ZHO	1152539	ENCODE Processing Pipeline	64566d2f22756e1dde5ca6729e3d7685		https://www.encodeproject.org/files/ENCFF461EHY/@@download/ENCFF461EHY.bed.gz	hg19				archived	s3://encode-public/2016/10/07/069fa4a1-2009-469e-85ce-e3e8ad4b74ea/ENCFF461EHY.bed.gz				
ENCFF892CBZ	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				2							ENCFF163ZHO, ENCFF878NXD	1663079	ENCODE Processing Pipeline	268b5892afeb3003a2ae3968e24ad584		https://www.encodeproject.org/files/ENCFF892CBZ/@@download/ENCFF892CBZ.bed.gz	hg19				archived	s3://encode-public/2016/10/07/1b1cde10-104e-4ec9-8b22-ca33ad3aad78/ENCFF892CBZ.bed.gz				
ENCFF382TQZ	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				1							ENCFF482UNW, ENCFF992CZQ	1158014	ENCODE Processing Pipeline	e9ad1642aeddae8cc0b357f0ec25c606		https://www.encodeproject.org/files/ENCFF382TQZ/@@download/ENCFF382TQZ.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/e988ce8b-d15d-4e98-856e-5e1a304acc86/ENCFF382TQZ.bed.gz				
ENCFF902VCD	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				2							ENCFF682BEE, ENCFF992CZQ	1672622	ENCODE Processing Pipeline	66678f6f8069bc4e1edbb9e0269012a4		https://www.encodeproject.org/files/ENCFF902VCD/@@download/ENCFF902VCD.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/f90107ef-c2a1-42c1-9d91-bbf7a96a9a3b/ENCFF902VCD.bed.gz				
ENCFF701IZA	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				2							ENCFF692AWQ, ENCFF967OQF	1652924	ENCODE Processing Pipeline	ad0ae0ac89aaee6514ac48b5a4bcf79b		https://www.encodeproject.org/files/ENCFF701IZA/@@download/ENCFF701IZA.bed.gz	GRCh38				archived	s3://encode-public/2017/08/25/a4811591-08f0-47c6-9c4d-9e92bfe6bb00/ENCFF701IZA.bed.gz				
ENCFF775ZBH	bed narrowPeak	peaks	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	Homo sapiens											DNA					False	2015-09-14	ENCODE				1							ENCFF905EUP, ENCFF967OQF	1072059	ENCODE Processing Pipeline	4ec5eee2b367599072e589d2d5bf3f7b		https://www.encodeproject.org/files/ENCFF775ZBH/@@download/ENCFF775ZBH.bed.gz	GRCh38				archived	s3://encode-public/2017/08/25/f6181b5a-fd4d-4384-88fc-f06897209959/ENCFF775ZBH.bed.gz				
ENCFF022UVJ	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF214HKE, ENCFF967OQF	1066780	ENCODE Processing Pipeline	4b467dfe9f9d3133b36a850d25e76178		https://www.encodeproject.org/files/ENCFF022UVJ/@@download/ENCFF022UVJ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/0b8c2b46-a75e-4696-b264-7a79ea02ed9d/ENCFF022UVJ.bed.gz				
ENCFF836ETB	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF110IZT, ENCFF390DNP	1065195	ENCODE Processing Pipeline	bdfb3e7738fdb297d89d6a6757fd5933		https://www.encodeproject.org/files/ENCFF836ETB/@@download/ENCFF836ETB.bed.gz	hg19				released	s3://encode-public/2018/05/14/4f0bc68f-4eff-417f-9524-26db4663424a/ENCFF836ETB.bed.gz				
ENCFF682ALU	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF784TXF	1004284	ENCODE Processing Pipeline	d8f655980fdc4cdfb1289e192107feee		https://www.encodeproject.org/files/ENCFF682ALU/@@download/ENCFF682ALU.bed.gz	hg19				archived	s3://encode-public/2016/11/18/a5dd432b-11b1-4aa2-9741-6e701ee6007d/ENCFF682ALU.bed.gz				
ENCFF979SJD	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF442EXF, ENCFF992CZQ	1009179	ENCODE Processing Pipeline	77dcfdb23bc05c3af5ce3bfa7dc4ce0a		https://www.encodeproject.org/files/ENCFF979SJD/@@download/ENCFF979SJD.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/5158a1c3-cc10-4a53-b0c5-d72365d4cd4a/ENCFF979SJD.bed.gz				
ENCFF689FDS	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF214HKE, ENCFF967OQF	1067405	ENCODE Processing Pipeline	76cc97751b3e06f133ec30d7a4e7d892		https://www.encodeproject.org/files/ENCFF689FDS/@@download/ENCFF689FDS.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/e78c7cd6-5472-41cd-b9db-2eec59f86979/ENCFF689FDS.bed.gz				
ENCFF963VXI	bed narrowPeak	peaks	ENCSR217YRJ	DNase-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF110IZT, ENCFF390DNP	1065128	ENCODE Processing Pipeline	15485382e8f0e6516b938fe9446bb248		https://www.encodeproject.org/files/ENCFF963VXI/@@download/ENCFF963VXI.bed.gz	hg19				archived	s3://encode-public/2017/09/19/be2fb089-eea9-4b0f-ab8a-cbd997c01707/ENCFF963VXI.bed.gz				
ENCFF001SQV	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BDN, ENCFF001DCC, ENCFF001DCE	2002217	John Stamatoyannopoulos, UW	7977cba9ba94e0deebb649c78d35689a		https://www.encodeproject.org/files/ENCFF001SQV/@@download/ENCFF001SQV.bed.gz	hg19				archived	s3://encode-public/2012/09/01/e7080c18-5162-45c2-844f-450bc414ac69/ENCFF001SQV.narrowPeak.gz				
ENCFF001VZU	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BDN	3536582	John Stamatoyannopoulos, UW	4a4493b077123125fa27402d8b43cfa5		https://www.encodeproject.org/files/ENCFF001VZU/@@download/ENCFF001VZU.bed.gz	hg19				archived	s3://encode-public/2012/07/12/4ce2bf65-d567-404c-95ac-6938da3a2ccf/ENCFF001VZU.narrowPeak.gz				
ENCFF001WIO	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DCE	2096103	John Stamatoyannopoulos, UW	a6092171a395e5ce0a641423be58d233		https://www.encodeproject.org/files/ENCFF001WIO/@@download/ENCFF001WIO.bed.gz	hg19				archived	s3://encode-public/2011/01/11/2a3d6167-fe4e-4483-b407-953082975a4f/ENCFF001WIO.narrowPeak.gz				
ENCFF001WIN	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DCC	2440913	John Stamatoyannopoulos, UW	c9917594551b41486f68be67ab9328b2		https://www.encodeproject.org/files/ENCFF001WIN/@@download/ENCFF001WIN.bed.gz	hg19				archived	s3://encode-public/2011/01/11/807a3b8c-b019-42da-a694-16b3ab47a42c/ENCFF001WIN.narrowPeak.gz				
ENCFF284HLK	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF181AGA, ENCFF967OQF	3806430	ENCODE Processing Pipeline	412957389570d94ba28df54a324f9b5c		https://www.encodeproject.org/files/ENCFF284HLK/@@download/ENCFF284HLK.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/1538d522-edbb-42c8-8a82-ea6a2a6d9257/ENCFF284HLK.bed.gz				
ENCFF702GBT	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF463ZMD, ENCFF967OQF	1258493	ENCODE Processing Pipeline	ed0e94c26e5eddff17992bb0b8480e11		https://www.encodeproject.org/files/ENCFF702GBT/@@download/ENCFF702GBT.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/499cd3cd-4f4e-433b-be28-1564d9e1ca21/ENCFF702GBT.bed.gz				
ENCFF527EJQ	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF397VDV	3798138	ENCODE Processing Pipeline	7aa71dd7aca95e2b1ef2492eb45855d7		https://www.encodeproject.org/files/ENCFF527EJQ/@@download/ENCFF527EJQ.bed.gz	hg19				released	s3://encode-public/2018/05/07/85d28f61-96c6-4809-842f-3c0925d91722/ENCFF527EJQ.bed.gz				
ENCFF184TWB	bed narrowPeak	peaks	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF547KVJ	1256249	ENCODE Processing Pipeline	f126b00cd5a1618239e85760b14a7cb8		https://www.encodeproject.org/files/ENCFF184TWB/@@download/ENCFF184TWB.bed.gz	hg19				released	s3://encode-public/2018/05/07/156782d8-9709-4201-92ea-284206bb0350/ENCFF184TWB.bed.gz				
ENCFF993ETK	bed narrowPeak	peaks	ENCSR714DIF	DNase-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF374WUU, ENCFF967OQF	4074312	ENCODE Processing Pipeline	72adbbc3174e841a8b2b5e54752f2f75		https://www.encodeproject.org/files/ENCFF993ETK/@@download/ENCFF993ETK.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/04ff92cb-e3a4-4e7b-bf63-b355ad0ed2d7/ENCFF993ETK.bed.gz				
ENCFF456VYF	bed narrowPeak	peaks	ENCSR714DIF	DNase-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF610NNF	4060417	ENCODE Processing Pipeline	b946f844a42a430673cd6c5d2a3b94d1		https://www.encodeproject.org/files/ENCFF456VYF/@@download/ENCFF456VYF.bed.gz	hg19				released	s3://encode-public/2018/05/07/cfa205a4-4667-4b3e-87a4-4eb7e5052228/ENCFF456VYF.bed.gz				
ENCFF001SPT	bed narrowPeak	peaks	ENCSR000ELU	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens	UT189		1 hour								DNA		see document	see document		False	2011-04-19	ENCODE												1652944	Gregory Crawford, Duke	30a9c8f2ff80cbd272d775590c39d6d7		https://www.encodeproject.org/files/ENCFF001SPT/@@download/ENCFF001SPT.bed.gz	hg19				archived	s3://encode-public/2012/09/01/dd930d6d-3b1e-49fd-b0d5-2a39387b29ee/ENCFF001SPT.narrowPeak.gz				
ENCFF001UXV	bed narrowPeak	peaks	ENCSR000ELU	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens	UT189		1 hour								DNA		see document	see document		False	2011-04-19	ENCODE												1923156	Gregory Crawford, Duke	9c3f30e0e709782ac7a842fbf4a9f6d6		https://www.encodeproject.org/files/ENCFF001UXV/@@download/ENCFF001UXV.bed.gz	hg19				archived	s3://encode-public/2011/01/11/c2dcfca3-a478-4198-9766-479570d2b59d/ENCFF001UXV.narrowPeak.gz				
ENCFF766VJR	bed narrowPeak	peaks	ENCSR820WLP	DNase-seq	NTR:0005063	dedifferentiated amniotic fluid mesenchymal stem cell	primary cell	Homo sapiens											DNA					False	2016-05-09	ENCODE				2							ENCFF268HHE, ENCFF967OQF	1891824	ENCODE Processing Pipeline	a1488430c870ecb9ceef76c25cf7652e		https://www.encodeproject.org/files/ENCFF766VJR/@@download/ENCFF766VJR.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/03d9e672-2fce-4e8f-b42c-3beee34f71f5/ENCFF766VJR.bed.gz				
ENCFF673YRK	bed narrowPeak	peaks	ENCSR820WLP	DNase-seq	NTR:0005063	dedifferentiated amniotic fluid mesenchymal stem cell	primary cell	Homo sapiens											DNA					False	2016-05-09	ENCODE				2							ENCFF060PXR	2453131	John Stamatoyannopoulos, UW	78295e455c2a0195f14f016079fec56c		https://www.encodeproject.org/files/ENCFF673YRK/@@download/ENCFF673YRK.bed.gz	hg19				archived	s3://encode-public/2015/10/30/1f8323aa-ff68-4b4b-a709-0ef5c3de1f84/ENCFF673YRK.bed.gz				
ENCFF536DKV	bed narrowPeak	peaks	ENCSR820WLP	DNase-seq	NTR:0005063	dedifferentiated amniotic fluid mesenchymal stem cell	primary cell	Homo sapiens											DNA					False	2016-05-09	ENCODE				1							ENCFF096MKC	2270813	John Stamatoyannopoulos, UW	3020f806385bc512260bda790a8f8300		https://www.encodeproject.org/files/ENCFF536DKV/@@download/ENCFF536DKV.bed.gz	hg19				archived	s3://encode-public/2015/10/30/d2d3a38a-f4e9-46a0-a2c6-c68f52893c28/ENCFF536DKV.bed.gz				
