FANTOM5_sample_id	FANTOM5_sample_name	treatment	cell_line	cancer	sex	add	OnTarget_cell_or_tissue	comments
CNhs13654	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13714	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13726	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13655	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13715	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13727	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13656	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13716	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13728	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13657	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13717	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13729	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13658	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13718	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13730	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13659	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13719	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13731	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13660	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13720	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13732	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13661	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13721	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13733	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13662	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13722	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13734	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13710	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13723	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13735	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13711	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep1	Yes	Yes	No		No	HES-3	time courses
CNhs13724	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep2	Yes	Yes	No		No	HES-3	time courses
CNhs13736	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep3	Yes	Yes	No		No	HES-3	time courses
CNhs13795	hippocampus - adult, donor10196	No	No	No	female	Yes	hippocampus	
CNhs12312	hippocampus, adult, donor10252	No	No	No	female	Yes	hippocampus	
CNhs14227	hippocampus, adult, donor10258	No	No	No	female	Yes	hippocampus	
CNhs14081	hippocampus, newborn, donor10223	No	No	No	male	Yes	hippocampus (newborn)	
CNhs14217	hIPS +CCl2, biol_rep1	Yes	No	No		No	hiPS	time courses
CNhs14218	hIPS +CCl2, biol_rep2	Yes	No	No		No	hiPS	time courses
CNhs14219	hIPS +CCl2, biol_rep3	Yes	No	No		No	hiPS	time courses
CNhs14214	hIPS, biol_rep1	No	No	No		Yes	hiPS	time courses
CNhs14215	hIPS, biol_rep2	No	No	No		Yes	hiPS	time courses
CNhs14216	hIPS, biol_rep3	No	No	No		Yes	hiPS	time courses
CNhs11715	Hodgkin's lymphoma cell line:HD-Mar2	No	Yes	Yes	male	Yes	HD-Mar-2	Adult T lymphoblastic lymphoma
CNhs13537	immature langerhans cells, donor1	No	No	No		Yes	Langerhans cell (immature)	
CNhs13480	immature langerhans cells, donor2	No	No	No		Yes	Langerhans cell (immature)	
CNhs10646	insula, adult, pool1	No	No	No		Yes	insula	
CNhs10875	Intestinal epithelial cells (polarized), donor1	No	No	No		Yes	intestinal epithelial cell	
CNhs14045	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13822	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14049	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14046	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13823	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14050	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14047	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13824	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14051	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13916	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13825	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13917	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13826	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13839	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14052	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13827	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13840	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14053	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13828	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13841	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14054	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13829	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13842	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs14055	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	time courses
CNhs13830	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13843	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14056	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13831	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13844	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14057	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13832	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13845	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14058	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13833	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13846	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14059	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13835	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14060	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14063	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13836	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14061	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14064	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13837	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14062	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14065	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13838	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep1	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs13922	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep2	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs14066	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep3	No	No	No		No	neuron (differentiated from induced pluripotent stem cell)	donor w/ down-syndrome
CNhs12596	Iris Pigment Epithelial Cells, donor1	No	No	No		Yes	iris pigment epithelial cell	
CNhs12458	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12684	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12786	K562 erythroblastic leukemia response to hemin, 00hr00min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12459	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12686	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12787	K562 erythroblastic leukemia response to hemin, 00hr15min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12460	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12687	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12788	K562 erythroblastic leukemia response to hemin, 00hr30min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12461	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12688	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12789	K562 erythroblastic leukemia response to hemin, 00hr45min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12462	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12689	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12790	K562 erythroblastic leukemia response to hemin, 01hr00min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12463	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12690	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12791	K562 erythroblastic leukemia response to hemin, 01hr20min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12464	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12691	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12792	K562 erythroblastic leukemia response to hemin, 01hr40min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12737	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12692	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12794	K562 erythroblastic leukemia response to hemin, 02hr00min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12465	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12693	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12795	K562 erythroblastic leukemia response to hemin, 02hr30min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12466	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12694	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12796	K562 erythroblastic leukemia response to hemin, 03hr00min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12467	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12695	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12797	K562 erythroblastic leukemia response to hemin, 03hr30min, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12468	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12696	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12798	K562 erythroblastic leukemia response to hemin, 04hr, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12469	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12697	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12799	K562 erythroblastic leukemia response to hemin, 06hr, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12470	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12698	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12800	K562 erythroblastic leukemia response to hemin, 12hr, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12471	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12699	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12801	K562 erythroblastic leukemia response to hemin, 24hr, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12472	K562 erythroblastic leukemia response to hemin, day02, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12700	K562 erythroblastic leukemia response to hemin, day02, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12802	K562 erythroblastic leukemia response to hemin, day02, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12473	K562 erythroblastic leukemia response to hemin, day03, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12701	K562 erythroblastic leukemia response to hemin, day03, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12803	K562 erythroblastic leukemia response to hemin, day03, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs12474	K562 erythroblastic leukemia response to hemin, day04, biol_rep1	Yes	Yes	Yes		No	K-562	time courses
CNhs12702	K562 erythroblastic leukemia response to hemin, day04, biol_rep2	Yes	Yes	Yes		No	K-562	time courses
CNhs12804	K562 erythroblastic leukemia response to hemin, day04, biol_rep3	Yes	Yes	Yes		No	K-562	time courses
CNhs11064	Keratinocyte - epidermal, donor1	No	No	No	male	Yes	keratinocyte (epidermis)	
CNhs11381	Keratinocyte - epidermal, donor2	No	No	No	female	Yes	keratinocyte (epidermis)	
CNhs12031	Keratinocyte - epidermal, donor3	No	No	No	female	Yes	keratinocyte (epidermis)	
CNhs10879	Keratinocyte - oral, donor1	No	No	No		Yes	keratinocyte (oral)	
CNhs11880	keratoacanthoma cell line:HKA-1	No	Yes	Yes	female	Yes	HKA-1	Keratoacanthoma
CNhs11337	Keratocytes, donor1	No	No	No		Yes	keratocyte	
CNhs12095	Keratocytes, donor2	No	No	No		Yes	keratocyte	
CNhs12921	Keratocytes, donor3	No	No	No		Yes	keratocyte	
CNhs10622	kidney, adult, pool1	No	No	No	female	Yes	kidney	
CNhs10652	kidney, fetal, pool1	No	No	No		Yes	kidney (fetal)	
CNhs11822	Krukenberg tumor cell line:HSKTC	No	Yes	Yes	female	Yes	HSKT-C	
CNhs11277	large cell lung carcinoma cell line:IA-LM	No	Yes	Yes	male	Yes	IA-LM	
CNhs12806	large cell lung carcinoma cell line:NCI-H460	No	Yes	Yes	male	Yes	NCI-H460	
